dataset_name;activity_name;feature_col;target_col;std;correlation_type;correlation_value;file_name
synthetic_log_001;P;activity_repetition_s;case:label;0.44;Spearman;0.2980197803396349;synthetic_log_001_P-10_S-16_A-P_R_206-206_join_pos_enc.csv
synthetic_log_001;P;activity_first_o;case:label;2.466;Spearman;0.0;synthetic_log_001_P-10_S-16_A-P_R_206-206_join_pos_enc.csv
synthetic_log_001;P;activity_last_o;case:label;2.567;Spearman;0.0;synthetic_log_001_P-10_S-16_A-P_R_206-206_join_pos_enc.csv
synthetic_log_001;P;activity_repetition_o;case:label;0.367;Spearman;0.0;synthetic_log_001_P-10_S-16_A-P_R_206-206_join_pos_enc.csv
synthetic_log_001;P;activity_first_o;case:label;1.165;Spearman;0.0;synthetic_log_001_P-5_S-16_A-P_R_116-116_join_pos_enc.csv
synthetic_log_001;P;activity_last_o;case:label;1.161;Spearman;0.0;synthetic_log_001_P-5_S-16_A-P_R_116-116_join_pos_enc.csv
synthetic_log_001;P;activity_repetition_o;case:label;0.093;Spearman;0.0;synthetic_log_001_P-5_S-16_A-P_R_116-116_join_pos_enc.csv
synthetic_log_001;P;activity_first_s;case:label;2.083;Spearman;-0.003357207849536238;synthetic_log_001_P-5_S-16_A-P_R_116-116_join_pos_enc.csv
synthetic_log_001;P;activity_last_s;case:label;2.097;Spearman;-0.007960646431585602;synthetic_log_001_P-5_S-16_A-P_R_116-116_join_pos_enc.csv
synthetic_log_001;P;activity_repetition_s;case:label;0.446;Spearman;-0.014850946880931366;synthetic_log_001_P-5_S-16_A-P_R_116-116_join_pos_enc.csv
synthetic_log_001;Q;activity_repetition_s;case:label;0.389;Spearman;0.4751909633114915;synthetic_log_001_P-5_S-17_A-Q_R_95-95_join_pos_enc.csv
synthetic_log_001;Q;activity_first_s;case:label;1.022;Spearman;0.4727889717037676;synthetic_log_001_P-5_S-17_A-Q_R_95-95_join_pos_enc.csv
synthetic_log_001;Q;activity_last_s;case:label;1.022;Spearman;0.4727889717037676;synthetic_log_001_P-5_S-17_A-Q_R_95-95_join_pos_enc.csv
synthetic_log_001;Q;activity_first_s;case:label;3.969;Spearman;0.38818020723237334;synthetic_log_001_P-10_S-17_A-Q_R_184-184_join_pos_enc.csv
synthetic_log_001;Q;activity_last_s;case:label;3.95;Spearman;0.38818020723237334;synthetic_log_001_P-10_S-17_A-Q_R_184-184_join_pos_enc.csv
synthetic_log_001;Q;activity_repetition_s;case:label;0.608;Spearman;0.09890733723174612;synthetic_log_001_P-10_S-17_A-Q_R_184-184_join_pos_enc.csv
synthetic_log_001;Q;activity_first_o;case:label;2.277;Spearman;0.0;synthetic_log_001_P-10_S-17_A-Q_R_184-184_join_pos_enc.csv
synthetic_log_001;Q;activity_last_o;case:label;2.174;Spearman;0.0;synthetic_log_001_P-10_S-17_A-Q_R_184-184_join_pos_enc.csv
synthetic_log_001;Q;activity_repetition_o;case:label;0.601;Spearman;0.0;synthetic_log_001_P-10_S-17_A-Q_R_184-184_join_pos_enc.csv
synthetic_log_001;Q;activity_first_o;case:label;1.091;Spearman;0.0;synthetic_log_001_P-5_S-17_A-Q_R_95-95_join_pos_enc.csv
synthetic_log_001;Q;activity_last_o;case:label;1.001;Spearman;0.0;synthetic_log_001_P-5_S-17_A-Q_R_95-95_join_pos_enc.csv
synthetic_log_001;Q;activity_repetition_o;case:label;0.294;Spearman;0.0;synthetic_log_001_P-5_S-17_A-Q_R_95-95_join_pos_enc.csv
synthetic_log_001;R;activity_first_s;case:label;2.373;Spearman;0.24318197400856156;synthetic_log_001_P-5_S-18_A-R_R_117-117_join_pos_enc.csv
synthetic_log_001;R;activity_last_s;case:label;2.373;Spearman;0.24318197400856156;synthetic_log_001_P-5_S-18_A-R_R_117-117_join_pos_enc.csv
synthetic_log_001;R;activity_repetition_s;case:label;0.499;Spearman;0.12019049345510291;synthetic_log_001_P-5_S-18_A-R_R_117-117_join_pos_enc.csv
synthetic_log_001;R;activity_first_o;case:label;2.104;Spearman;0.0;synthetic_log_001_P-10_S-18_A-R_R_186-186_join_pos_enc.csv
synthetic_log_001;R;activity_last_o;case:label;2.389;Spearman;0.0;synthetic_log_001_P-10_S-18_A-R_R_186-186_join_pos_enc.csv
synthetic_log_001;R;activity_repetition_o;case:label;0.559;Spearman;0.0;synthetic_log_001_P-10_S-18_A-R_R_186-186_join_pos_enc.csv
synthetic_log_001;R;activity_first_o;case:label;1.261;Spearman;0.0;synthetic_log_001_P-5_S-18_A-R_R_117-117_join_pos_enc.csv
synthetic_log_001;R;activity_last_o;case:label;1.311;Spearman;0.0;synthetic_log_001_P-5_S-18_A-R_R_117-117_join_pos_enc.csv
synthetic_log_001;R;activity_repetition_o;case:label;0.267;Spearman;0.0;synthetic_log_001_P-5_S-18_A-R_R_117-117_join_pos_enc.csv
synthetic_log_001;R;activity_first_s;case:label;3.358;Spearman;-0.16564782831806538;synthetic_log_001_P-10_S-18_A-R_R_186-186_join_pos_enc.csv
synthetic_log_001;R;activity_last_s;case:label;3.613;Spearman;-0.1774079040517195;synthetic_log_001_P-10_S-18_A-R_R_186-186_join_pos_enc.csv
synthetic_log_001;R;activity_repetition_s;case:label;0.594;Spearman;-0.18153440185731223;synthetic_log_001_P-10_S-18_A-R_R_186-186_join_pos_enc.csv
synthetic_log_001;S;activity_first_o;case:label;2.631;Spearman;0.0;synthetic_log_001_P-10_S-19_A-S_R_203-203_join_pos_enc.csv
synthetic_log_001;S;activity_last_o;case:label;2.599;Spearman;0.0;synthetic_log_001_P-10_S-19_A-S_R_203-203_join_pos_enc.csv
synthetic_log_001;S;activity_repetition_o;case:label;0.382;Spearman;0.0;synthetic_log_001_P-10_S-19_A-S_R_203-203_join_pos_enc.csv
synthetic_log_001;S;activity_first_o;case:label;0.909;Spearman;0.0;synthetic_log_001_P-5_S-19_A-S_R_83-83_join_pos_enc.csv
synthetic_log_001;S;activity_last_o;case:label;0.909;Spearman;0.0;synthetic_log_001_P-5_S-19_A-S_R_83-83_join_pos_enc.csv
synthetic_log_001;S;activity_repetition_s;case:label;0.372;Spearman;-0.07298866742871703;synthetic_log_001_P-10_S-19_A-S_R_203-203_join_pos_enc.csv
synthetic_log_001;S;activity_first_s;case:label;2.703;Spearman;-0.10080677911470952;synthetic_log_001_P-10_S-19_A-S_R_203-203_join_pos_enc.csv
synthetic_log_001;S;activity_last_s;case:label;2.703;Spearman;-0.10080677911470952;synthetic_log_001_P-10_S-19_A-S_R_203-203_join_pos_enc.csv
synthetic_log_001;S;activity_first_s;case:label;0.639;Spearman;-0.3595159254890833;synthetic_log_001_P-5_S-19_A-S_R_83-83_join_pos_enc.csv
synthetic_log_001;S;activity_last_s;case:label;0.639;Spearman;-0.3595159254890833;synthetic_log_001_P-5_S-19_A-S_R_83-83_join_pos_enc.csv
synthetic_log_001;S;activity_repetition_s;case:label;0.319;Spearman;-0.3595159254890833;synthetic_log_001_P-5_S-19_A-S_R_83-83_join_pos_enc.csv
synthetic_log_001;S;activity_repetition_o;case:label;0.0;Pearson;;synthetic_log_001_P-5_S-19_A-S_R_83-83_join_pos_enc.csv
synthetic_log_001;T;activity_last_s;case:label;2.28;Spearman;0.8801044897998961;synthetic_log_001_P-5_S-20_A-T_R_89-89_join_pos_enc.csv
synthetic_log_001;T;activity_repetition_s;case:label;0.721;Spearman;0.8619050770310417;synthetic_log_001_P-5_S-20_A-T_R_89-89_join_pos_enc.csv
synthetic_log_001;T;activity_first_s;case:label;2.134;Spearman;0.8618938979486422;synthetic_log_001_P-5_S-20_A-T_R_89-89_join_pos_enc.csv
synthetic_log_001;T;activity_repetition_s;case:label;0.582;Spearman;0.479291140010104;synthetic_log_001_P-10_S-20_A-T_R_190-190_join_pos_enc.csv
synthetic_log_001;T;activity_last_s;case:label;3.542;Spearman;0.4363501089948489;synthetic_log_001_P-10_S-20_A-T_R_190-190_join_pos_enc.csv
synthetic_log_001;T;activity_first_s;case:label;3.285;Spearman;0.405343179685896;synthetic_log_001_P-10_S-20_A-T_R_190-190_join_pos_enc.csv
synthetic_log_001;T;activity_first_o;case:label;2.122;Spearman;0.0;synthetic_log_001_P-10_S-20_A-T_R_190-190_join_pos_enc.csv
synthetic_log_001;T;activity_last_o;case:label;2.185;Spearman;0.0;synthetic_log_001_P-10_S-20_A-T_R_190-190_join_pos_enc.csv
synthetic_log_001;T;activity_repetition_o;case:label;0.397;Spearman;0.0;synthetic_log_001_P-10_S-20_A-T_R_190-190_join_pos_enc.csv
synthetic_log_001;T;activity_first_o;case:label;1.08;Spearman;0.0;synthetic_log_001_P-5_S-20_A-T_R_89-89_join_pos_enc.csv
synthetic_log_001;T;activity_last_o;case:label;1.08;Spearman;0.0;synthetic_log_001_P-5_S-20_A-T_R_89-89_join_pos_enc.csv
synthetic_log_001;T;activity_repetition_o;case:label;0.0;Pearson;;synthetic_log_001_P-5_S-20_A-T_R_89-89_join_pos_enc.csv
synthetic_log_001;U;activity_last_s;case:label;1.801;Spearman;0.6236095644623236;synthetic_log_001_P-5_S-21_A-U_R_100-100_join_pos_enc.csv
synthetic_log_001;U;activity_first_s;case:label;1.667;Spearman;0.6161350592850636;synthetic_log_001_P-5_S-21_A-U_R_100-100_join_pos_enc.csv
synthetic_log_001;U;activity_repetition_s;case:label;0.653;Spearman;0.6161350592850636;synthetic_log_001_P-5_S-21_A-U_R_100-100_join_pos_enc.csv
synthetic_log_001;U;activity_first_o;case:label;2.153;Spearman;0.0;synthetic_log_001_P-10_S-21_A-U_R_235-235_join_pos_enc.csv
synthetic_log_001;U;activity_last_o;case:label;2.129;Spearman;0.0;synthetic_log_001_P-10_S-21_A-U_R_235-235_join_pos_enc.csv
synthetic_log_001;U;activity_repetition_o;case:label;0.56;Spearman;0.0;synthetic_log_001_P-10_S-21_A-U_R_235-235_join_pos_enc.csv
synthetic_log_001;U;activity_first_o;case:label;0.735;Spearman;0.0;synthetic_log_001_P-5_S-21_A-U_R_100-100_join_pos_enc.csv
synthetic_log_001;U;activity_last_o;case:label;0.735;Spearman;0.0;synthetic_log_001_P-5_S-21_A-U_R_100-100_join_pos_enc.csv
synthetic_log_001;U;activity_first_s;case:label;3.666;Spearman;-0.25759245550811477;synthetic_log_001_P-10_S-21_A-U_R_235-235_join_pos_enc.csv
synthetic_log_001;U;activity_last_s;case:label;3.666;Spearman;-0.25759245550811477;synthetic_log_001_P-10_S-21_A-U_R_235-235_join_pos_enc.csv
synthetic_log_001;U;activity_repetition_s;case:label;0.499;Spearman;-0.2776029241433383;synthetic_log_001_P-10_S-21_A-U_R_235-235_join_pos_enc.csv
synthetic_log_001;U;activity_repetition_o;case:label;0.0;Pearson;;synthetic_log_001_P-5_S-21_A-U_R_100-100_join_pos_enc.csv
synthetic_log_001;start;activity_first_s;case:label;0.0;Pearson;;synthetic_log_001_P-10_S-22_A-start_R_568-568_join_pos_enc.csv
synthetic_log_001;start;activity_last_s;case:label;0.0;Pearson;;synthetic_log_001_P-10_S-22_A-start_R_568-568_join_pos_enc.csv
synthetic_log_001;start;activity_repetition_s;case:label;0.0;Pearson;;synthetic_log_001_P-10_S-22_A-start_R_568-568_join_pos_enc.csv
synthetic_log_001;start;activity_first_o;case:label;0.0;Pearson;;synthetic_log_001_P-10_S-22_A-start_R_568-568_join_pos_enc.csv
synthetic_log_001;start;activity_last_o;case:label;0.0;Pearson;;synthetic_log_001_P-10_S-22_A-start_R_568-568_join_pos_enc.csv
synthetic_log_001;start;activity_repetition_o;case:label;0.0;Pearson;;synthetic_log_001_P-10_S-22_A-start_R_568-568_join_pos_enc.csv
synthetic_log_001;start;activity_first_s;case:label;0.0;Pearson;;synthetic_log_001_P-5_S-22_A-start_R_568-568_join_pos_enc.csv
synthetic_log_001;start;activity_last_s;case:label;0.0;Pearson;;synthetic_log_001_P-5_S-22_A-start_R_568-568_join_pos_enc.csv
synthetic_log_001;start;activity_repetition_s;case:label;0.0;Pearson;;synthetic_log_001_P-5_S-22_A-start_R_568-568_join_pos_enc.csv
synthetic_log_001;start;activity_first_o;case:label;0.0;Pearson;;synthetic_log_001_P-5_S-22_A-start_R_568-568_join_pos_enc.csv
synthetic_log_001;start;activity_last_o;case:label;0.0;Pearson;;synthetic_log_001_P-5_S-22_A-start_R_568-568_join_pos_enc.csv
synthetic_log_001;start;activity_repetition_o;case:label;0.0;Pearson;;synthetic_log_001_P-5_S-22_A-start_R_568-568_join_pos_enc.csv
